Increments,Abscissas in mm,Ordinates in mm,Grey values
2059,7.170,10.405,59640
2060,7.164,10.407,59253
2061,7.157,10.408,58729
2062,7.151,10.409,58060
2063,7.144,10.410,57259
2064,7.138,10.411,56730
2065,7.131,10.412,55911
2066,7.125,10.413,55084
2067,7.118,10.414,54294
2068,7.112,10.415,53578
2069,7.105,10.416,52965
2070,7.099,10.418,53466
2071,7.092,10.419,53159
2072,7.086,10.420,52974
2073,7.079,10.421,52906
2074,7.073,10.422,52935
2075,7.066,10.423,53025
2076,7.060,10.424,54221
2077,7.053,10.425,54275
2078,7.047,10.425,54243
2079,7.040,10.426,54090
2080,7.034,10.427,53788
2081,7.027,10.428,53320
2082,7.021,10.429,52670
2083,7.014,10.430,52833
2084,7.008,10.431,51837
2085,7.001,10.432,50687
2086,6.994,10.433,49439
2087,6.988,10.434,48159
2088,6.981,10.434,46918
2089,6.975,10.435,45778
2090,6.968,10.436,44785
2091,6.962,10.437,45103
2092,6.955,10.438,44459
2093,6.949,10.439,44005
2094,6.942,10.439,43754
2095,6.936,10.440,43714
2096,6.929,10.441,43887
2097,6.923,10.442,44266
2098,6.916,10.442,44836
2099,6.910,10.443,46832
2100,6.903,10.444,47681
2101,6.897,10.444,48626
2102,6.890,10.445,49622
2103,6.884,10.446,50618
2104,6.877,10.447,51563
2105,6.871,10.447,52417
2106,6.864,10.448,53152
2107,6.858,10.448,53759
2108,6.851,10.449,54245
2109,6.845,10.450,54872
2110,6.838,10.450,55113
2111,6.832,10.451,55291
2112,6.825,10.452,55411
2113,6.819,10.452,55479
2114,6.812,10.453,55496
2115,6.806,10.453,55465
2116,6.799,10.454,55380
2117,6.793,10.454,55229
2118,6.786,10.455,54990
2119,6.780,10.455,54631
2120,6.773,10.456,54116
2121,6.767,10.456,53424
2122,6.760,10.457,52412
2123,6.754,10.457,51130
2124,6.747,10.458,49591
2125,6.741,10.458,47832
2126,6.734,10.459,45907
2127,6.728,10.459,43884
2128,6.721,10.459,41836
2129,6.715,10.460,39827
2130,6.708,10.460,37916
2131,6.702,10.461,36146
2132,6.695,10.461,34545
2133,6.689,10.461,33126
2134,6.682,10.462,31894
2135,6.676,10.462,30844
2136,6.669,10.462,29967
2137,6.663,10.463,28855
2138,6.656,10.463,28333
2139,6.650,10.463,27923
2140,6.643,10.464,27598
2141,6.637,10.464,27341
2142,6.630,10.464,27138
2143,6.624,10.464,26982
2144,6.617,10.465,26866
2145,6.611,10.465,26785
2146,6.604,10.465,26737
2147,6.598,10.465,26718
2148,6.591,10.466,26727
2149,6.585,10.466,26760
2150,6.578,10.466,26817
2151,6.572,10.466,26897
2152,6.565,10.466,27007
2153,6.559,10.466,27154
2154,6.552,10.467,27350
2155,6.546,10.467,27607
2156,6.539,10.467,27934
2157,6.533,10.467,28344
2158,6.526,10.467,28851
2159,6.520,10.467,29471
2160,6.513,10.467,30218
2161,6.507,10.467,31101
2162,6.500,10.467,32113
2163,6.493,10.467,33229
2164,6.487,10.467,34408
2165,6.480,10.467,35590
2166,6.474,10.467,36709
2167,6.467,10.467,37702
2168,6.461,10.467,38520
2169,6.454,10.467,39136
2170,6.448,10.467,39551
2171,6.441,10.467,39784
2172,6.435,10.467,39868
2173,6.428,10.467,39837
2174,6.422,10.467,39721
2175,6.415,10.467,39554
2176,6.409,10.467,39372
2177,6.402,10.467,39212
2178,6.396,10.467,39101
2179,6.389,10.467,39051
2180,6.383,10.466,39070
2181,6.376,10.466,39170
2182,6.370,10.466,39374
2183,6.363,10.466,39729
2184,6.357,10.466,40276
2185,6.350,10.466,41048
2186,6.344,10.465,42048
2187,6.337,10.465,43255
2188,6.331,10.465,44634
2189,6.324,10.465,46145
2190,6.318,10.464,47733
2191,6.311,10.464,49323
2192,6.305,10.464,50821
2193,6.298,10.464,52122
2194,6.292,10.463,53144
2195,6.285,10.463,53845
2196,6.279,10.463,54223
2197,6.272,10.462,53871
2198,6.266,10.462,53504
2199,6.259,10.462,52741
2200,6.253,10.461,51552
2201,6.246,10.461,49970
2202,6.240,10.461,48096
2203,6.233,10.460,46063
2204,6.227,10.460,44004
2205,6.220,10.459,42017
2206,6.214,10.459,40171
2207,6.207,10.459,38505
2208,6.201,10.458,37039
2209,6.194,10.458,35777
2210,6.188,10.457,34717
2211,6.181,10.457,33851
2212,6.175,10.456,33164
2213,6.168,10.456,32252
2214,6.162,10.455,31885
2215,6.155,10.455,31626
2216,6.149,10.454,31451
2217,6.142,10.454,31340
2218,6.136,10.453,31281
2219,6.129,10.453,31264
2220,6.123,10.452,31277
2221,6.116,10.452,31315
2222,6.110,10.451,31369
2223,6.103,10.450,31436
2224,6.097,10.450,31510
2225,6.090,10.449,31431
2226,6.084,10.448,31540
2227,6.077,10.448,31666
2228,6.071,10.447,31813
2229,6.064,10.447,31992
2230,6.058,10.446,32211
2231,6.051,10.445,32483
2232,6.045,10.444,32821
2233,6.038,10.444,33245
2234,6.032,10.443,33773
2235,6.025,10.442,34407
2236,6.019,10.442,35234
2237,6.012,10.441,36231
2238,6.006,10.440,37413
2239,5.999,10.439,38784
2240,5.992,10.439,40339
2241,5.986,10.438,42046
2242,5.979,10.437,43858
2243,5.973,10.436,45978
2244,5.966,10.435,47806
2245,5.960,10.434,49514
2246,5.953,10.434,51032
2247,5.947,10.433,52306
2248,5.940,10.432,53305
2249,5.934,10.431,54030
2250,5.927,10.430,54512
2251,5.921,10.429,54916
2252,5.914,10.428,55052
2253,5.908,10.427,55090
2254,5.901,10.426,55045
2255,5.895,10.425,54926
2256,5.888,10.425,54732
2257,5.882,10.424,54468
2258,5.875,10.423,54276
2259,5.869,10.422,53927
2260,5.862,10.421,53552
2261,5.856,10.420,53162
2262,5.849,10.419,52757
2263,5.843,10.418,52344
2264,5.836,10.416,52201
2265,5.830,10.415,51802
2266,5.823,10.414,51407
2267,5.817,10.413,51017
2268,5.810,10.412,50635
2269,5.804,10.411,50260
2270,5.797,10.410,50419
2271,5.791,10.409,50101
2272,5.784,10.408,49791
2273,5.778,10.407,49492
2274,5.771,10.405,49207
2275,5.765,10.404,48942
2276,5.758,10.403,49445
2277,5.752,10.402,49284
2278,5.745,10.401,49172
2279,5.739,10.399,49116
2280,5.732,10.398,49124
2281,5.726,10.397,49912
2282,5.719,10.396,50050
2283,5.713,10.395,50253
2284,5.706,10.393,50521
2285,5.700,10.392,50846
2286,5.693,10.391,51712
2287,5.687,10.389,52092
2288,5.680,10.388,52502
2289,5.674,10.387,52930
2290,5.667,10.385,53356
2291,5.661,10.384,54063
2292,5.654,10.383,54426
2293,5.648,10.381,54737
2294,5.641,10.380,54978
2295,5.635,10.379,55137
2296,5.628,10.377,55454
2297,5.622,10.376,55413
2298,5.615,10.374,55252
2299,5.609,10.373,54934
2300,5.602,10.371,54406
2301,5.596,10.370,53726
2302,5.589,10.368,52530
2303,5.583,10.367,50973
2304,5.576,10.366,49101
2305,5.570,10.364,46761
2306,5.563,10.362,44458
2307,5.557,10.361,42136
2308,5.550,10.359,39884
2309,5.544,10.358,37311
2310,5.537,10.356,35344
2311,5.531,10.355,33581
2312,5.524,10.353,32034
2313,5.518,10.352,30395
2314,5.511,10.350,29342
2315,5.505,10.348,28520
2316,5.498,10.347,27917
2317,5.491,10.345,27339
2318,5.485,10.343,27103
2319,5.478,10.342,26989
2320,5.472,10.340,26975
2321,5.465,10.338,26939
2322,5.459,10.337,27125
2323,5.452,10.335,27454
2324,5.446,10.333,27973
2325,5.439,10.331,28640
2326,5.433,10.330,29668
2327,5.426,10.328,30985
2328,5.420,10.326,32593
2329,5.413,10.324,34518
2330,5.407,10.323,36677
2331,5.400,10.321,39036
2332,5.394,10.319,41776
2333,5.387,10.317,44368
2334,5.381,10.315,46928
2335,5.374,10.313,49356
2336,5.368,10.312,51970
2337,5.361,10.310,53831
2338,5.355,10.308,55296
2339,5.348,10.306,56791
2340,5.342,10.304,57468
2341,5.335,10.302,57863
2342,5.329,10.300,58047
2343,5.322,10.298,58368
2344,5.316,10.296,58247
2345,5.309,10.294,58026
2346,5.303,10.292,57831
2347,5.296,10.290,57402
2348,5.290,10.288,56921
2349,5.283,10.286,56170
2350,5.277,10.284,55585
2351,5.270,10.282,55035
2352,5.264,10.280,53785
2353,5.257,10.278,53318
2354,5.251,10.276,52978
2355,5.244,10.274,51594
2356,5.238,10.272,51582
2357,5.231,10.269,51748
2358,5.225,10.267,52073
2359,5.218,10.265,51419
2360,5.212,10.263,52124
2361,5.205,10.261,52908
2362,5.199,10.259,52932
2363,5.192,10.256,53945
2364,5.186,10.254,54345
2365,5.179,10.252,55386
2366,5.173,10.250,56273
2367,5.166,10.247,56805
2368,5.160,10.245,57438
2369,5.153,10.243,57864
2370,5.147,10.241,58087
2371,5.140,10.238,58192
2372,5.134,10.236,58129
2373,5.127,10.234,57810
2374,5.121,10.231,57244
2375,5.114,10.229,56313
2376,5.108,10.227,54619
2377,5.101,10.224,52752
2378,5.095,10.222,50541
2379,5.088,10.219,47481
2380,5.082,10.217,44870
2381,5.075,10.215,41652
2382,5.069,10.212,39151
2383,5.062,10.210,36812
2384,5.056,10.207,34232
2385,5.049,10.205,32370
2386,5.043,10.202,30741
2387,5.036,10.200,29146
2388,5.030,10.197,28062
2389,5.023,10.195,27169
2390,5.017,10.192,26584
2391,5.010,10.190,26175
2392,5.004,10.187,25999
2393,4.997,10.184,25858
2394,4.990,10.182,25960
2395,4.984,10.179,26011
2396,4.977,10.177,26163
2397,4.971,10.174,26742
2398,4.964,10.171,27220
2399,4.958,10.169,28368
2400,4.951,10.166,29298
2401,4.945,10.163,30444
2402,4.938,10.161,32542
2403,4.932,10.158,34193
2404,4.925,10.155,36935
2405,4.919,10.152,39023
2406,4.912,10.150,42203
2407,4.906,10.147,44459
2408,4.899,10.144,46663
2409,4.893,10.141,49493
2410,4.886,10.138,51219
2411,4.880,10.136,53096
2412,4.873,10.133,54115
2413,4.867,10.130,55017
2414,4.860,10.127,55487
2415,4.854,10.124,55810
2416,4.847,10.121,55976
2417,4.841,10.118,56068
2418,4.834,10.115,55992
2419,4.828,10.112,55908
2420,4.821,10.110,55584
2421,4.815,10.107,55263
2422,4.808,10.104,54555
2423,4.802,10.101,53843
2424,4.795,10.098,52547
2425,4.789,10.095,51289
2426,4.782,10.091,49310
2427,4.776,10.088,47512
2428,4.769,10.085,45530
2429,4.763,10.082,42881
2430,4.756,10.079,40732
2431,4.750,10.076,38101
2432,4.743,10.073,36133
2433,4.737,10.070,33882
2434,4.730,10.067,32323
2435,4.724,10.063,30616
2436,4.717,10.060,29521
2437,4.711,10.057,28373
2438,4.704,10.054,27712
2439,4.698,10.051,27098
2440,4.691,10.047,26805
2441,4.685,10.044,26608
2442,4.678,10.041,26550
2443,4.672,10.038,26610
2444,4.665,10.034,26724
2445,4.659,10.031,27073
2446,4.652,10.028,27477
2447,4.646,10.024,28337
2448,4.639,10.021,29196
2449,4.633,10.018,30738
2450,4.626,10.014,32118
2451,4.620,10.011,34332
2452,4.613,10.007,36149
2453,4.607,10.004,38811
2454,4.600,10.000,41559
2455,4.594,9.997,43558
2456,4.587,9.993,46067
2457,4.581,9.990,47719
2458,4.574,9.986,49466
2459,4.568,9.983,50460
2460,4.561,9.979,51280
2461,4.555,9.976,51705
2462,4.548,9.972,51981
2463,4.542,9.969,52150
2464,4.535,9.965,52224
2465,4.529,9.961,52212
2466,4.522,9.958,52212
2467,4.516,9.954,52090
2468,4.509,9.950,52039
2469,4.503,9.947,51897
2470,4.496,9.943,51840
2471,4.489,9.939,51673
2472,4.483,9.935,51575
2473,4.476,9.932,51282
2474,4.470,9.928,50818
2475,4.463,9.924,50435
2476,4.457,9.920,49374
2477,4.450,9.917,48491
2478,4.444,9.913,46487
2479,4.437,9.909,43986
2480,4.431,9.905,42308
2481,4.424,9.901,39512
2482,4.418,9.897,37826
2483,4.411,9.893,35354
2484,4.405,9.889,33240
2485,4.398,9.885,32113
2486,4.392,9.881,30693
2487,4.385,9.877,30016
2488,4.379,9.873,29290
2489,4.372,9.869,28896
2490,4.366,9.865,28746
2491,4.359,9.861,28696
2492,4.353,9.857,28817
2493,4.346,9.853,28950
2494,4.340,9.849,29434
2495,4.333,9.845,29824
2496,4.327,9.841,30825
2497,4.320,9.836,32209
2498,4.314,9.832,33192
2499,4.307,9.828,35261
2500,4.301,9.824,37746
2501,4.294,9.820,39350
2502,4.288,9.815,42332
2503,4.281,9.811,45413
2504,4.275,9.807,47141
2505,4.268,9.802,49909
2506,4.262,9.798,52130
2507,4.255,9.794,53101
2508,4.249,9.789,54201
2509,4.242,9.785,54685
2510,4.236,9.781,54765
2511,4.229,9.776,54560
2512,4.223,9.772,53893
2513,4.216,9.767,53221
2514,4.210,9.763,51623
2515,4.203,9.758,49522
2516,4.197,9.754,48009
2517,4.190,9.749,45406
2518,4.184,9.745,42754
2519,4.177,9.740,40226
2520,4.171,9.736,38651
2521,4.164,9.731,36569
2522,4.158,9.726,34853
2523,4.151,9.722,33849
2524,4.145,9.717,32680
2525,4.138,9.712,31764
2526,4.132,9.708,31030
2527,4.125,9.703,30623
2528,4.119,9.698,30109
2529,4.112,9.693,29707
2530,4.106,9.688,29529
2531,4.099,9.684,29323
2532,4.093,9.679,29229
2533,4.086,9.674,29232
2534,4.080,9.669,29263
2535,4.073,9.664,29398
2536,4.067,9.659,29648
2537,4.060,9.654,30068
2538,4.054,9.649,30348
2539,4.047,9.644,31102
2540,4.041,9.639,32120
2541,4.034,9.634,33424
2542,4.028,9.629,35043
2543,4.021,9.624,35939
2544,4.015,9.619,38051
2545,4.008,9.614,40414
2546,4.002,9.609,42853
2547,3.995,9.604,44092
2548,3.988,9.599,46232
2549,3.982,9.593,47900
2550,3.975,9.588,49028
2551,3.969,9.583,49690
2552,3.962,9.578,50025
2553,3.956,9.572,50274
2554,3.949,9.567,50404
2555,3.943,9.562,50462
2556,3.936,9.556,50474
2557,3.930,9.551,50453
2558,3.923,9.546,50564
2559,3.917,9.540,50524
2560,3.910,9.535,50465
2561,3.904,9.529,50369
2562,3.897,9.524,50201
2563,3.891,9.518,49882
2564,3.884,9.513,49795
2565,3.878,9.507,48999
2566,3.871,9.501,47631
2567,3.865,9.496,45604
2568,3.858,9.490,43009
2569,3.852,9.484,40095
2570,3.845,9.479,37165
2571,3.839,9.473,34475
2572,3.832,9.467,33069
2573,3.826,9.462,30938
2574,3.819,9.456,29272
2575,3.813,9.450,28019
2576,3.806,9.444,27109
2577,3.800,9.438,26468
2578,3.793,9.432,26035
2579,3.787,9.426,25766
2580,3.780,9.420,25630
2581,3.774,9.414,25612
2582,3.767,9.408,25707
2583,3.761,9.402,25637
2584,3.754,9.396,25907
2585,3.748,9.390,26285
2586,3.741,9.384,26788
2587,3.735,9.378,27430
2588,3.728,9.372,28215
2589,3.722,9.366,29142
2590,3.715,9.359,30216
2591,3.709,9.353,31462
2592,3.702,9.347,32916
2593,3.696,9.340,34601
2594,3.689,9.334,36495
2595,3.683,9.328,38528
2596,3.676,9.321,40601
2597,3.670,9.315,42621
2598,3.663,9.308,44527
2599,3.657,9.302,46302
2600,3.650,9.295,47972
2601,3.652,9.298,47713
2602,3.646,9.291,49305
2603,3.640,9.285,50826
2604,3.633,9.278,52242
2605,3.627,9.272,53438
2606,3.620,9.265,54280
2607,3.614,9.259,54714
2608,3.608,9.252,54737
2609,3.601,9.246,54279
2610,3.595,9.239,53160
2611,3.589,9.233,51237
2612,3.583,9.226,48610
2613,3.577,9.220,45613
2614,3.571,9.213,42663
2615,3.564,9.207,40086
2616,3.558,9.200,38038
2617,3.552,9.194,36526
2618,3.546,9.187,35629
2619,3.540,9.181,34776
2620,3.534,9.174,34192
2621,3.528,9.168,33792
2622,3.522,9.161,33523
2623,3.517,9.155,33366
2624,3.511,9.148,33315
2625,3.505,9.142,33385
2626,3.499,9.135,33590
2627,3.493,9.129,33955
2628,3.488,9.122,33522
2629,3.482,9.116,34051
2630,3.476,9.109,34782
2631,3.470,9.103,35719
2632,3.465,9.096,36832
2633,3.459,9.090,38058
2634,3.454,9.083,39333
2635,3.448,9.077,40600
2636,3.442,9.070,39736
2637,3.437,9.064,40929
2638,3.431,9.057,42128
2639,3.426,9.051,43341
2640,3.420,9.044,44563
2641,3.415,9.038,45776
2642,3.409,9.031,45027
2643,3.404,9.025,46278
2644,3.399,9.018,47488
2645,3.393,9.012,48633
2646,3.388,9.005,49692
2647,3.383,8.998,50648
2648,3.377,8.992,50348
2649,3.372,8.985,51297
2650,3.367,8.979,52104
2651,3.362,8.972,52757
2652,3.357,8.966,53258
2653,3.351,8.959,53231
2654,3.346,8.953,53632
2655,3.341,8.946,53917
2656,3.336,8.940,54126
2657,3.331,8.933,54294
2658,3.326,8.927,54327
2659,3.321,8.920,54502
2660,3.316,8.914,54641
2661,3.311,8.907,54742
2662,3.306,8.901,54705
2663,3.301,8.894,54760
2664,3.296,8.888,54764
2665,3.291,8.881,54684
2666,3.286,8.875,54329
2667,3.281,8.868,53950
2668,3.276,8.862,53305
2669,3.272,8.855,52307
2670,3.267,8.849,50768
2671,3.262,8.842,48993
2672,3.257,8.836,46908
2673,3.253,8.829,44661
2674,3.248,8.823,42192
2675,3.243,8.816,40043
2676,3.238,8.810,38116
2677,3.234,8.803,36163
2678,3.229,8.797,34750
2679,3.224,8.790,33585
2680,3.220,8.784,32642
2681,3.215,8.777,31671
2682,3.211,8.771,31121
2683,3.206,8.764,30743
2684,3.202,8.758,30271
2685,3.197,8.751,30186
2686,3.193,8.745,30248
2687,3.188,8.738,30461
2688,3.184,8.732,30400
2689,3.179,8.725,30938
2690,3.175,8.719,31830
2691,3.170,8.712,32221
2692,3.166,8.706,33882
2693,3.162,8.699,36184
2694,3.157,8.693,37246
2695,3.153,8.686,40327
2696,3.149,8.680,43632
2697,3.144,8.673,45011
2698,3.140,8.667,47957
2699,3.136,8.660,50147
2700,3.132,8.654,50999
2701,3.128,8.647,52010
2702,3.123,8.641,52453
2703,3.119,8.634,52581
2704,3.115,8.628,52244
2705,3.111,8.621,52233
2706,3.107,8.615,51361
2707,3.103,8.608,50242
2708,3.099,8.602,50056
2709,3.094,8.595,48935
2710,3.090,8.589,47935
2711,3.086,8.582,47928
2712,3.082,8.576,47176
2713,3.078,8.569,47303
2714,3.074,8.563,46780
2715,3.070,8.556,46369
2716,3.066,8.550,46690
2717,3.063,8.543,46430
2718,3.059,8.537,46862
2719,3.055,8.530,46757
2720,3.051,8.524,46730
2721,3.047,8.517,47359
2722,3.043,8.511,47453
2723,3.039,8.504,48173
2724,3.035,8.497,48339
2725,3.032,8.491,48522
2726,3.028,8.484,49250
2727,3.024,8.478,49412
2728,3.020,8.471,50058
2729,3.017,8.465,50167
2730,3.013,8.458,50701
2731,3.009,8.452,50760
2732,3.006,8.445,50802
2733,3.002,8.439,51213
2734,2.998,8.432,51226
2735,2.995,8.426,51580
2736,2.991,8.419,51578
2737,2.987,8.413,51906
2738,2.984,8.406,51888
2739,2.980,8.400,52219
2740,2.977,8.393,52170
2741,2.973,8.387,52060
2742,2.970,8.380,52445
2743,2.966,8.374,52301
2744,2.963,8.367,52742
2745,2.959,8.361,52598
2746,2.956,8.354,53102
2747,2.952,8.348,52990
2748,2.949,8.341,53518
2749,2.945,8.335,53410
2750,2.942,8.328,53850
2751,2.938,8.322,53660
2752,2.935,8.315,53885
2753,2.932,8.309,53527
2754,2.928,8.302,53446
2755,2.925,8.296,52861
2756,2.922,8.289,52354
2757,2.918,8.283,51444
2758,2.915,8.276,50330
2759,2.912,8.270,49042
2760,2.909,8.263,47311
2761,2.905,8.257,45813
2762,2.902,8.250,43750
2763,2.899,8.244,42369
2764,2.896,8.237,40391
2765,2.893,8.231,39440
2766,2.889,8.224,37873
2767,2.886,8.218,37568
2768,2.883,8.211,36558
2769,2.880,8.205,36961
2770,2.877,8.198,36452
2771,2.874,8.192,37536
2772,2.871,8.185,37494
2773,2.868,8.179,39286
2774,2.865,8.172,39692
2775,2.862,8.166,42060
2776,2.859,8.159,42825
2777,2.856,8.153,45469
2778,2.853,8.146,46431
2779,2.850,8.140,48898
2780,2.847,8.133,49839
2781,2.844,8.127,50773
2782,2.841,8.120,52365
2783,2.838,8.114,52993
2784,2.835,8.107,53756
2785,2.832,8.101,54068
2786,2.829,8.094,54273
2787,2.826,8.088,54366
2788,2.824,8.081,54247
2789,2.821,8.075,54153
2790,2.818,8.068,53950
2791,2.815,8.062,53309
2792,2.812,8.055,52736
2793,2.809,8.049,51540
2794,2.807,8.042,50503
2795,2.804,8.036,48793
2796,2.801,8.029,47399
2797,2.798,8.023,45917
2798,2.796,8.016,43932
2799,2.793,8.010,42460
2800,2.790,8.003,40714
2801,2.788,7.996,39506
2802,2.785,7.990,38474
2803,2.782,7.983,37509
2804,2.780,7.977,36934
2805,2.777,7.970,36561
2806,2.775,7.964,36340
2807,2.772,7.957,36222
2808,2.769,7.951,36352
2809,2.767,7.944,36470
2810,2.764,7.938,37019
2811,2.762,7.931,37512
2812,2.759,7.925,38199
2813,2.757,7.918,39657
2814,2.754,7.912,40759
2815,2.752,7.905,42724
2816,2.749,7.899,44023
2817,2.747,7.892,45315
2818,2.744,7.886,47256
2819,2.742,7.879,48226
2820,2.739,7.873,48954
2821,2.737,7.866,49833
2822,2.735,7.860,49930
2823,2.732,7.853,50001
2824,2.730,7.847,49527
2825,2.727,7.840,48805
2826,2.725,7.834,47658
2827,2.723,7.827,46368
2828,2.720,7.821,44956
2829,2.718,7.814,43092
2830,2.716,7.808,41628
2831,2.714,7.801,40228
2832,2.711,7.795,38485
2833,2.709,7.788,37279
2834,2.707,7.782,36198
2835,2.705,7.775,34882
2836,2.702,7.769,34148
2837,2.700,7.762,33283
2838,2.698,7.756,32942
2839,2.696,7.749,32754
2840,2.694,7.743,32485
2841,2.691,7.736,32561
2842,2.689,7.730,32753
2843,2.687,7.723,33080
2844,2.685,7.717,33449
2845,2.683,7.710,34144
2846,2.681,7.704,35027
2847,2.679,7.697,36037
2848,2.677,7.691,37232
2849,2.675,7.684,38506
2850,2.673,7.678,39795
2851,2.671,7.671,41074
2852,2.669,7.665,42282
2853,2.667,7.658,43290
2854,2.665,7.652,44188
2855,2.663,7.645,44910
2856,2.661,7.639,45252
2857,2.659,7.632,45607
2858,2.657,7.626,45847
2859,2.655,7.619,46002
2860,2.653,7.613,45778
2861,2.651,7.606,45800
2862,2.649,7.600,45796
2863,2.647,7.593,45465
2864,2.645,7.587,45473
2865,2.643,7.580,45525
2866,2.642,7.574,45316
2867,2.640,7.567,45476
2868,2.638,7.561,45696
2869,2.636,7.554,45964
2870,2.634,7.548,45944
2871,2.632,7.541,46220
2872,2.631,7.535,46447
2873,2.629,7.528,46594
2874,2.627,7.522,46351
2875,2.625,7.515,46296
2876,2.624,7.509,46107
2877,2.622,7.502,45488
2878,2.620,7.495,44940
2879,2.619,7.489,44148
2880,2.617,7.482,43098
2881,2.615,7.476,41683
2882,2.614,7.469,40241
2883,2.612,7.463,38672
2884,2.610,7.456,37050
2885,2.609,7.450,35513
2886,2.607,7.443,34008
2887,2.605,7.437,32621
2888,2.604,7.430,31394
2889,2.602,7.424,30536
2890,2.601,7.417,29732
2891,2.599,7.411,29138
2892,2.598,7.404,28730
2893,2.596,7.398,28710
2894,2.594,7.391,28589
2895,2.593,7.385,28584
2896,2.591,7.378,28697
2897,2.590,7.372,28946
2898,2.588,7.365,29736
2899,2.587,7.359,30367
2900,2.586,7.352,31190
2901,2.584,7.346,32190
2902,2.583,7.339,33886
2903,2.581,7.333,35171
2904,2.580,7.326,36537
2905,2.578,7.320,37952
2906,2.577,7.313,39376
2907,2.576,7.307,41224
2908,2.574,7.300,42494
2909,2.573,7.294,43633
2910,2.572,7.287,44606
2911,2.570,7.281,45383
2912,2.569,7.274,46038
2913,2.568,7.268,46390
2914,2.566,7.261,46614
2915,2.565,7.255,46739
2916,2.564,7.248,46788
2917,2.563,7.242,46688
2918,2.561,7.235,46603
2919,2.560,7.229,46462
2920,2.559,7.222,46270
2921,2.558,7.216,46041
2922,2.556,7.209,45703
2923,2.555,7.203,45494
2924,2.554,7.196,45322
2925,2.553,7.190,45193
2926,2.552,7.183,45112
2927,2.551,7.177,45075
2928,2.549,7.170,45081
2929,2.548,7.164,45161
2930,2.547,7.157,45295
2931,2.546,7.151,45494
2932,2.545,7.144,45760
2933,2.544,7.138,46166
2934,2.543,7.131,46569
2935,2.542,7.125,47013
2936,2.541,7.118,47484
2937,2.540,7.112,47972
2938,2.539,7.105,48465
2939,2.538,7.099,48944
2940,2.537,7.092,49494
2941,2.536,7.086,49885
2942,2.535,7.079,50194
2943,2.534,7.073,50414
2944,2.533,7.066,50543
2945,2.532,7.060,50586
2946,2.531,7.053,50639
2947,2.530,7.047,50500
2948,2.529,7.040,50223
2949,2.528,7.034,49761
2950,2.527,7.027,49079
2951,2.526,7.021,48162
2952,2.525,7.014,47030
2953,2.525,7.008,45724
2954,2.524,7.001,44671
2955,2.523,6.994,43236
2956,2.522,6.988,41805
2957,2.521,6.981,40428
2958,2.520,6.975,39151
2959,2.520,6.968,38013
2960,2.519,6.962,37043
2961,2.518,6.955,36255
2962,2.517,6.949,36259
2963,2.517,6.942,35848
2964,2.516,6.936,35598
2965,2.515,6.929,35505
2966,2.514,6.923,35568
2967,2.514,6.916,35784
2968,2.513,6.910,36164
2969,2.512,6.903,36723
2970,2.512,6.897,37484
2971,2.511,6.890,38908
2972,2.510,6.884,40054
2973,2.510,6.877,41363
2974,2.509,6.871,42794
2975,2.508,6.864,44295
2976,2.508,6.858,45821
2977,2.507,6.851,47325
2978,2.506,6.845,48761
2979,2.506,6.838,50074
2980,2.505,6.832,51212
2981,2.505,6.825,52206
2982,2.504,6.819,52858
2983,2.504,6.812,53293
2984,2.503,6.806,53546
2985,2.503,6.799,53656
2986,2.502,6.793,53643
2987,2.502,6.786,53504
2988,2.501,6.780,53207
2989,2.501,6.773,52704
2990,2.500,6.767,51957
2991,2.500,6.760,50945
2992,2.499,6.754,49675
2993,2.499,6.747,48181
2994,2.498,6.741,46508
2995,2.498,6.734,44762
2996,2.498,6.728,42995
2997,2.497,6.721,41278
2998,2.497,6.715,39670
2999,2.497,6.708,38216
3000,2.496,6.702,36948
3001,2.496,6.695,35887
3002,2.495,6.689,35043
3003,2.495,6.682,34410
3004,2.495,6.676,33966
3005,2.495,6.669,33678
3006,2.494,6.663,33515
3007,2.494,6.656,33456
3008,2.494,6.650,33496
3009,2.493,6.643,33643
3010,2.493,6.637,33919
3011,2.493,6.630,34351
3012,2.493,6.624,34963
3013,2.492,6.617,35773
3014,2.492,6.611,36787
3015,2.492,6.604,37990
3016,2.492,6.598,39520
3017,2.492,6.591,41063
3018,2.492,6.585,42712
3019,2.491,6.578,44421
3020,2.491,6.572,46128
3021,2.491,6.565,47756
3022,2.491,6.559,49220
3023,2.491,6.552,50445
3024,2.491,6.546,51384
3025,2.491,6.539,52036
3026,2.491,6.533,52432
3027,2.491,6.526,52629
3028,2.490,6.520,52665
3029,2.490,6.513,52549
3030,2.490,6.507,52251
3031,2.490,6.500,51706
3032,2.490,6.493,50850
3033,2.490,6.487,49642
3034,2.490,6.480,48083
3035,2.490,6.474,46217
3036,2.490,6.467,44117
3037,2.490,6.461,41879
3038,2.490,6.454,39603
3039,2.491,6.448,37386
3040,2.491,6.441,35315
3041,2.491,6.435,33451
3042,2.491,6.428,31833
3043,2.491,6.422,30477
3044,2.491,6.415,29379
3045,2.491,6.409,28523
3046,2.491,6.402,27881
3047,2.491,6.396,27422
3048,2.492,6.389,27108
3049,2.492,6.383,26909
3050,2.492,6.376,26796
3051,2.492,6.370,26850
3052,2.492,6.363,26901
3053,2.492,6.357,27031
3054,2.493,6.350,27251
3055,2.493,6.344,27573
3056,2.493,6.337,28005
